Tumor_Sample_Barcode	signature	weights	short_histology	experimental_strategy	num_mutations	genome_size	mut_per_mb
BS_3E5C1PN1	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_MSB1RDAJ	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_ABZ3BK38	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_F8K4VQMF	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_KYPMZZSY	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_EJV0N3BX	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_AFAHY6HP	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_S0T3CQ97	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_M659G06J	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_BFDEZK1C	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_XMP9XNR9	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_1YTHM07J	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_C19DFVR5	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_BQWMQM2Y	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_P4K6WK9Y	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_FJEZ3ASV	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_WPCBK1EG	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_00TRPEQX	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_ZCY4ECNV	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_853PNV7P	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_8FSJDG2T	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_DH86PF5A	Signature.2	0.06418550964209645	HGAT	WGS	13.158029476629771	3088286401	0.00426062475046652
BS_928HWFFM	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_WJF6ZXWN	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_E42SSQGJ	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_3NX3RBCX	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_S791VC80	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_EP25TTAG	Signature.2	0	HGAT	WGS	0	3088286401	0
